line_number,speaker,text,label,file_name
332,PENCE,"Well, thanks, Elaine.",0,20161005_vice_pres.tsv
333,PENCE,There they go again.,0,20161005_vice_pres.tsv
334,PENCE,OK...,0,20161005_vice_pres.tsv
335,KAINE,Go read -- go read the book.,0,20161005_vice_pres.tsv
336,PENCE,All Donald Trump -- all Donald Trump and I have said about Social Security is we're going to meet our obligations to our seniors.,0,20161005_vice_pres.tsv
337,PENCE,That's it.,0,20161005_vice_pres.tsv
338,KAINE,Go read the book.,0,20161005_vice_pres.tsv
339,PENCE,We've said we're going to meet the obligations of Medicare.,0,20161005_vice_pres.tsv
340,PENCE,"That's what this campaign is really about, Senator.",0,20161005_vice_pres.tsv
341,PENCE,"And I get, this is -- this is the old scare tactic that they roll out...",0,20161005_vice_pres.tsv
342,KAINE,"But -- but you have a voting record, Governor.",0,20161005_vice_pres.tsv
343,PENCE,And I get all of that.,0,20161005_vice_pres.tsv
344,PENCE,"I just, look...",0,20161005_vice_pres.tsv
345,KAINE,I...,0,20161005_vice_pres.tsv
346,PENCE,There's a question that you asked a little bit earlier that I want to go back to.,0,20161005_vice_pres.tsv
347,KAINE,I can't believe that you won't defend your own voting record.,0,20161005_vice_pres.tsv
348,PENCE,I have to go back to.,0,20161005_vice_pres.tsv
349,QUIJANO,We...,0,20161005_vice_pres.tsv
350,PENCE,"Well, look, I -- you're running with Hillary Clinton, who wants to raise taxes by $1 trillion, increase spending by $2 trillion, and you say you're going to keep the promises of Social Security.",0,20161005_vice_pres.tsv
351,PENCE,Donald Trump and I are going to cut taxes.,0,20161005_vice_pres.tsv
352,PENCE,We're going to -- we're going to -- we're going to...,0,20161005_vice_pres.tsv
353,KAINE,You're not going to cut taxes.,1,20161005_vice_pres.tsv
354,KAINE,You're going to raise taxes on the middle class.,1,20161005_vice_pres.tsv
355,PENCE,reform government programs so we can meet the obligations of Social Security and Medicare.,0,20161005_vice_pres.tsv
356,QUIJANO,All right.,0,20161005_vice_pres.tsv
357,PENCE,"Stay on the path that your party has us on, we're going to be in a -- in a mountain range of debt.",0,20161005_vice_pres.tsv
358,PENCE,And we're going to face hard choices and...,0,20161005_vice_pres.tsv
359,SYSTEM,(CROSSTALK),0,20161005_vice_pres.tsv
360,QUIJANO,"Gentleman, I want to move on now.",0,20161005_vice_pres.tsv
361,KAINE,"You did ask this question about debt, and the debt explosion on the Trump plan is much, much bigger than anything on the Clinton side.",0,20161005_vice_pres.tsv
362,QUIJANO,All right.,0,20161005_vice_pres.tsv
363,QUIJANO,Let me move on now...,0,20161005_vice_pres.tsv
364,PENCE,Three hundred and five (ph) economists said your plan is bad for the economy.,0,20161005_vice_pres.tsv
365,QUIJANO,to the issue of law enforcement and race relations.,0,20161005_vice_pres.tsv
366,QUIJANO,Law enforcement and race relations.,0,20161005_vice_pres.tsv
367,QUIJANO,"After the Dallas police shooting, Police Chief David Brown said, quote, ""We're asking cops to do too much in this country.",0,20161005_vice_pres.tsv
368,QUIJANO,Every societal failure we put it off on the cops to solve.,0,20161005_vice_pres.tsv
369,QUIJANO,"Not enough mental health funding, not enough drug addiction funding, schools fail, let's give it to the cops.""",0,20161005_vice_pres.tsv
370,QUIJANO,Do we ask too much of police officers in this country?,0,20161005_vice_pres.tsv
371,QUIJANO,And how would you specifically address the chief's concerns?,0,20161005_vice_pres.tsv
372,QUIJANO,Senator Kaine?,0,20161005_vice_pres.tsv
373,KAINE,"Elaine, I think that's a very fair comment.",0,20161005_vice_pres.tsv
374,KAINE,I think we put a lot on police shoulders.,0,20161005_vice_pres.tsv
375,KAINE,And this is something I got a lot of scar tissue and experience on.,0,20161005_vice_pres.tsv
376,KAINE,I was a city councilman and mayor in Richmond.,0,20161005_vice_pres.tsv
377,KAINE,"And when I came in, we had one of the highest homicide rates in the United States.",0,20161005_vice_pres.tsv
378,KAINE,"We fought very, very hard over the course of my time in local office with our police department, and we reduced our homicide rate nearly in half.",0,20161005_vice_pres.tsv
379,KAINE,"And then when I was governor of Virginia, we worked hard, too.",0,20161005_vice_pres.tsv
380,KAINE,And we did something we had really wanted to do.,0,20161005_vice_pres.tsv
381,KAINE,"For the first time ever, we cracked the top 10, 10 safest states, because we worked together.",0,20161005_vice_pres.tsv
382,KAINE,Here's what I learned as a mayor and a governor.,0,20161005_vice_pres.tsv
383,KAINE,The way you make communities safer and the way you make police safer is through community policing.,0,20161005_vice_pres.tsv
384,KAINE,"You build the bonds between the community and the police force, build bonds of understanding, and then when people feel comfortable in their communities, that gap between the police and the communities they serve narrows.",0,20161005_vice_pres.tsv
385,KAINE,"And when that gap narrows, it's safer for the communities and it's safer for the police.",0,20161005_vice_pres.tsv
386,KAINE,"That model still works across our country, but there are some other models that don't work, an overly aggressive, more militarized model.",0,20161005_vice_pres.tsv
387,KAINE,Donald Trump recently said we need to do more stop-and-frisk around the country.,0,20161005_vice_pres.tsv
388,KAINE,That would be a big mistake because it polarizes the relationship between the police and the community.,0,20161005_vice_pres.tsv
389,KAINE,So here's what we'll do.,0,20161005_vice_pres.tsv
390,KAINE,We'll focus on community policing.,0,20161005_vice_pres.tsv
391,KAINE,"We will focus on -- and Hillary Clinton has rolled out a really comprehensive mental health reform package that she worked on with law enforcement professionals, and we will also fight the scourge of gun violence in the United States.",0,20161005_vice_pres.tsv
392,KAINE,I'm a gun-owner.,0,20161005_vice_pres.tsv
393,KAINE,I'm a strong Second Amendment supporter.,0,20161005_vice_pres.tsv
394,KAINE,"But I've got a lot of scar tissue, because when I was governor of Virginia, there was a horrible shooting at Virginia Tech, and we learned that through that painful situation that gaps in the background record check system should have been closed and it could have prevented that crime, and so we're going to work to do things like close background record checks.",0,20161005_vice_pres.tsv
395,KAINE,"And if we do, we won't have the tragedies that we did.",0,20161005_vice_pres.tsv
396,KAINE,One of those killed at Virginia Tech was a guy named Liviu Librescu.,0,20161005_vice_pres.tsv
397,KAINE,He was a 70-plus-year-old Romanian Holocaust survivor.,0,20161005_vice_pres.tsv
398,KAINE,He had survived the Holocaust.,0,20161005_vice_pres.tsv
399,KAINE,Then he survived the Soviet Union takeover of his country.,0,20161005_vice_pres.tsv
400,KAINE,"But then he was a visiting professor at Virginia Tech, and he couldn't survive the scourge of gun violence.",0,20161005_vice_pres.tsv
401,KAINE,"We can support the Second Amendment and do things like background record checks and make us safer, and that will make police safer, too.",0,20161005_vice_pres.tsv
402,QUIJANO,Governor Pence?,0,20161005_vice_pres.tsv
403,PENCE,"You know, my uncle was a cop, a career cop, on the beat in downtown Chicago.",0,20161005_vice_pres.tsv
404,PENCE,He was my hero when I was growing up.,0,20161005_vice_pres.tsv
405,PENCE,And we'd go up to visit my dad's family in Chicago.,0,20161005_vice_pres.tsv
406,PENCE,"My three brothers and I would marvel at my uncle when he would come out in his uniform, sidearm at his side.",0,20161005_vice_pres.tsv
407,PENCE,Police officers are the best of us.,0,20161005_vice_pres.tsv
408,PENCE,"And the men and women, white, African-American, Asian, Latino, Hispanic, they put their lives on the line every single day.",0,20161005_vice_pres.tsv
409,PENCE,"And let my say, at the risk of agreeing with you, community policing is a great idea.",0,20161005_vice_pres.tsv
410,PENCE,It's worked in the Hoosier state.,0,20161005_vice_pres.tsv
411,PENCE,And we fully support that.,0,20161005_vice_pres.tsv
412,PENCE,Donald Trump and I are going to make sure that law enforcement have the resources and the tools to be able to really restore law and order to the cities and communities in this nation.,0,20161005_vice_pres.tsv
413,PENCE,"It's probably -- probably why the 330,000 members of the Fraternal Order of Police endorsed Donald Trump as the next president of the United States of America, because they see his commitment to them.",0,20161005_vice_pres.tsv
414,PENCE,They see his commitment to law and order.,0,20161005_vice_pres.tsv
415,PENCE,"But they also -- they also hear the bad mouthing, the bad mouthing that comes from people that seize upon tragedy in the wake of police action shootings as -- as a reason to -- to use a broad brush to accuse law enforcement of -- of implicit bias or institutional racism.",0,20161005_vice_pres.tsv
416,PENCE,And that really has got to stop.,0,20161005_vice_pres.tsv
417,PENCE,"I mean, when an African-American police officer in Charlotte named Brentley Vinson, an all-star football player who went to Liberty University here in the state, came home, followed his dad into law enforcement, joined the force in Charlotte, joined the force in Charlotte in 2014, was involved in a police action shooting that claimed the life of Keith -- Keith Lamont Scott, it was a tragedy.",0,20161005_vice_pres.tsv
418,PENCE,"I mean, I -- we -- we mourn with those who mourn.",0,20161005_vice_pres.tsv
419,PENCE,We -- we grieve with those who grieve.,0,20161005_vice_pres.tsv
420,PENCE,And we're saddened at the loss of life.,0,20161005_vice_pres.tsv
421,PENCE,"But Hillary Clinton actually referred to that moment as an example of implicit bias in the police force, where -- where she used -- when she was asked in the debate a week ago whether there was implicit bias in law enforcement, her only answer was that there's implicit bias in everyone in the United States.",1,20161005_vice_pres.tsv
422,PENCE,I just think...,0,20161005_vice_pres.tsv
423,KAINE,Can I -- can I explain...,0,20161005_vice_pres.tsv
424,PENCE,I just think what we ought to do is we ought to stop seizing on these moments of tragedy.,0,20161005_vice_pres.tsv
425,PENCE,We ought to assure the public that we'll have a full and complete and transparent investigation whenever there's a loss of life because of police action.,0,20161005_vice_pres.tsv
426,PENCE,"But, Senator, please, you know, enough of this seeking every opportunity to demean law enforcement broadly by making the accusation of implicit bias every time tragedy occurs.",0,20161005_vice_pres.tsv
427,KAINE,"Elaine -- Elaine, people shouldn't be afraid to bring up issues of bias in law enforcement.",0,20161005_vice_pres.tsv
428,KAINE,And if you're afraid to have...,0,20161005_vice_pres.tsv
429,PENCE,I'm not afraid to bring that up.,0,20161005_vice_pres.tsv
430,KAINE,"And if -- if you're afraid to have the discussion, you'll never solve it.",0,20161005_vice_pres.tsv
431,KAINE,"And so here's -- here's an example, heartbreaking.",0,20161005_vice_pres.tsv
432,KAINE,We would agree this was a heartbreaking example.,0,20161005_vice_pres.tsv
433,KAINE,"The guy, Philando Castile, who was killed in St. Paul, he was a worker, a valued worker in a local school.",0,20161005_vice_pres.tsv
434,KAINE,And he was killed for no apparent reason in an incident that will be discussed and will be investigated.,0,20161005_vice_pres.tsv
435,KAINE,"But when folks went and explored this situation, what they found is that Philando Castile, who was a -- they called him Mr. Rogers with Dreadlocks in the school that he worked.",0,20161005_vice_pres.tsv
436,KAINE,The kids loved him.,0,20161005_vice_pres.tsv
437,KAINE,But he had been stopped by police 40 or 50 times before that fatal incident.,0,20161005_vice_pres.tsv
438,KAINE,"And if you look at sentencing in this country, African-Americans and Latinos get sentenced for the same crimes at very different rates.",0,20161005_vice_pres.tsv
439,PENCE,We need criminal justice reform.,0,20161005_vice_pres.tsv
440,KAINE,"Well, we do.",0,20161005_vice_pres.tsv
441,PENCE,Indiana has passed criminal justice reform.,0,20161005_vice_pres.tsv
442,KAINE,"But I just want to say, those who say that we should not...",0,20161005_vice_pres.tsv
443,PENCE,But that's not what you're talking about.,0,20161005_vice_pres.tsv
444,KAINE,"we should not be able to bring up and talk about bias in the system, we'll never solve the problem...",0,20161005_vice_pres.tsv
445,QUIJANO,Governor Pence...,0,20161005_vice_pres.tsv
446,SYSTEM,(CROSSTALK),0,20161005_vice_pres.tsv
447,QUIJANO,Governor Pence...,0,20161005_vice_pres.tsv
448,PENCE,"Senator, when African-American police officers involved in a police action shooting involving an African-American, why would Hillary Clinton accuse that African-American police officer of implicit bias?",1,20161005_vice_pres.tsv
449,KAINE,"Well, I guess I can't believe you are defending the position that there is no bias and it's a topic we don't even...",0,20161005_vice_pres.tsv
450,SYSTEM,(CROSSTALK),0,20161005_vice_pres.tsv
